text,category,sentiment
世纪大道站今天人流顺畅 today,Crowding,positive
虹桥火车站站等了很久还是没有车,Delay,negative
Zhongshan Park feels unsafe at the platform，影响通勤体验,Safety,negative
Shanghai Railway Stn is packed during rush hour during rush hour,Crowding,negative
宜山路站电梯坏了，很不方便 for commuters,Accessibility,negative
常熟路站电梯坏了，很不方便,Accessibility,negative
上海南站站很干净，影响通勤体验,Cleanliness,positive
虹口足球场站很干净，请尽快处理,Cleanliness,positive
徐家汇站很干净 during rush hour,Cleanliness,positive
静安寺站今天很安静，影响通勤体验,Noise,positive
Longyang Road has normal passenger flow today,Other,neutral
宜山路站等了很久还是没有车，影响通勤体验,Delay,negative
Oriental Sports Ctr elevator is broken and not accessible,Accessibility,negative
Changshu Rd was not crowded today for commuters,Crowding,positive
南京西路站广播太响，噪音很大,Noise,negative
Longyang Road was quiet today，请尽快处理,Noise,positive
龙阳路站今天人流顺畅 for commuters,Crowding,positive
莘庄站扶梯口推搡很危险 today,Safety,negative
Nanjing Rd (E) feels unsafe at the platform,Safety,negative
Xinzhuang feels safe and well managed,Safety,positive
莘庄站人流组织不好，存在安全问题，请尽快处理,Safety,negative
Changshu Rd has convenient accessibility,Accessibility,positive
常熟路站秩序很好，很安全，影响通勤体验,Safety,positive
中山公园站秩序很好，很安全，影响通勤体验,Safety,positive
People's Square feels safe and well managed today,Safety,positive
常熟路站人多到挤不上车,Crowding,negative
人民广场站等了很久还是没有车 during rush hour,Delay,negative
Nanjing W. Rd is clean and comfortable,Cleanliness,positive
徐家汇站今天很安静，请尽快处理,Noise,positive
Zhenping Rd has convenient accessibility，请尽快处理,Accessibility,positive
陕西南路站电梯方便，无障碍体验很好,Accessibility,positive
虹桥火车站站今天很准时 today,Delay,positive
中山公园站地面有垃圾，卫生不好 for commuters,Cleanliness,negative
Hongqiao Railway Stn has convenient accessibility today,Accessibility,positive
汉中路站无障碍通道不好找 today,Accessibility,negative
莘庄站地面有垃圾，卫生不好 today,Cleanliness,negative
中山公园站今天人流顺畅，请尽快处理,Crowding,positive
曹杨路站今天人流顺畅,Crowding,positive
上海南站站今天晚点太严重了，影响通勤体验,Delay,negative
Xinzhuang is packed during rush hour for commuters,Crowding,negative
Shaanxi S. Rd feels safe and well managed,Safety,positive
People's Square feels dirty today today,Cleanliness,negative
常熟路站早高峰太挤了，请尽快处理,Crowding,negative
陆家嘴站施工声音太吵 during rush hour,Noise,negative
上海南站站扶梯口推搡很危险 during rush hour,Safety,negative
Xujiahui is too noisy today for commuters,Noise,negative
Zhenping Rd elevator is broken and not accessible，请尽快处理,Accessibility,negative
人民广场站今天很准时 today,Delay,positive
Laoximen was quiet today,Noise,positive
徐家汇站今天很准时，请尽快处理,Delay,positive
南京西路站人流组织不好，存在安全问题 for commuters,Safety,negative
人民广场站电梯坏了，很不方便 today,Accessibility,negative
Yu Garden has convenient accessibility during rush hour,Accessibility,positive
静安寺站地面有垃圾，卫生不好，请尽快处理,Cleanliness,negative
Jing'an Temple had a serious delay this morning，请尽快处理,Delay,negative
徐家汇站人流组织不好，存在安全问题 for commuters,Safety,negative
上海火车站站今天人流顺畅，请尽快处理,Crowding,positive
Pudong Intl Airport has normal passenger flow today，影响通勤体验,Other,neutral
人民广场站无障碍通道不好找 for commuters,Accessibility,negative
Oriental Sports Ctr is packed during rush hour，请尽快处理,Crowding,negative
四平路站有一些乘客排队,Other,neutral
江苏路站今天人流顺畅 during rush hour,Crowding,positive
Siping Rd feels dirty today during rush hour,Cleanliness,negative
镇坪路站人多到挤不上车 today,Crowding,negative
Dashijie is packed during rush hour,Crowding,negative
上海南站站秩序很好，很安全,Safety,positive
Yishan Rd was not crowded today，影响通勤体验,Crowding,positive
Xinzhuang elevator is broken and not accessible for commuters,Accessibility,negative
上海南站站秩序很好，很安全，请尽快处理,Safety,positive
Jiangsu Rd is packed during rush hour today,Crowding,negative
Zhongshan Park is too noisy today during rush hour,Noise,negative
上海火车站站秩序很好，很安全，影响通勤体验,Safety,positive
南京东路站很干净 during rush hour,Cleanliness,positive
Caoyang Rd elevator is broken and not accessible,Accessibility,negative
宜山路站无障碍通道不好找 for commuters,Accessibility,negative
Siping Rd had a serious delay this morning,Delay,negative
虹桥火车站站地面有垃圾，卫生不好,Cleanliness,negative
常熟路站今天晚点太严重了 today,Delay,negative
江苏路站早高峰太挤了，影响通勤体验,Crowding,negative
South Shanghai Railway feels dirty today for commuters,Cleanliness,negative
Yishan Rd had a serious delay this morning，请尽快处理,Delay,negative
人民广场站今天人流顺畅 for commuters,Crowding,positive
Siping Rd feels unsafe at the platform，请尽快处理,Safety,negative
Hanzhong Rd feels safe and well managed today,Safety,positive
莘庄站无障碍通道不好找 during rush hour,Accessibility,negative
老西门站有异味，环境太差，请尽快处理,Cleanliness,negative
Hongkou Stadium is packed during rush hour，请尽快处理,Crowding,negative
世纪大道站有异味，环境太差 for commuters,Cleanliness,negative
Dashijie elevator is broken and not accessible for commuters,Accessibility,negative
莘庄站秩序很好，很安全,Safety,positive
Lujiazui is clean and comfortable today,Cleanliness,positive
Jing'an Temple had a serious delay this morning，影响通勤体验,Delay,negative
四平路站今天人流顺畅 for commuters,Crowding,positive
世纪大道站秩序很好，很安全 for commuters,Safety,positive
汉中路站等了很久还是没有车 during rush hour,Delay,negative
Oriental Sports Ctr was not crowded today，请尽快处理,Crowding,positive
世纪大道站广播太响，噪音很大，请尽快处理,Noise,negative
中山公园站施工声音太吵，影响通勤体验,Noise,negative
南京西路站广播太响，噪音很大 today,Noise,negative
Yishan Rd feels dirty today for commuters,Cleanliness,negative
Zhongshan Park is clean and comfortable during rush hour,Cleanliness,positive
徐家汇站今天很安静 during rush hour,Noise,positive
South Shanghai Railway is packed during rush hour,Crowding,negative
中山公园站今天很准时 today,Delay,positive
陕西南路站早高峰太挤了,Crowding,negative
南京东路站有一些乘客排队，请尽快处理,Other,neutral
南京西路站无障碍通道不好找，影响通勤体验,Accessibility,negative
虹口足球场站无障碍通道不好找，影响通勤体验,Accessibility,negative
Shanghai Railway Stn is clean and comfortable for commuters,Cleanliness,positive
汉中路站早高峰太挤了 today,Crowding,negative
汉中路站有异味，环境太差 for commuters,Cleanliness,negative
Oriental Sports Ctr had a serious delay this morning，影响通勤体验,Delay,negative
Hongqiao Railway Stn had a serious delay this morning，影响通勤体验,Delay,negative
Jing'an Temple feels dirty today，影响通勤体验,Cleanliness,negative
Shaanxi S. Rd was quiet today,Noise,positive
徐家汇站广播太响，噪音很大,Noise,negative
Nanjing W. Rd was quiet today during rush hour,Noise,positive
Hailun Rd has normal passenger flow today today,Other,neutral
Hongqiao Railway Stn was not crowded today for commuters,Crowding,positive
陆家嘴站有异味，环境太差 for commuters,Cleanliness,negative
Hailun Rd feels dirty today,Cleanliness,negative
虹口足球场站很干净，影响通勤体验,Cleanliness,positive
浦东机场站地面有垃圾，卫生不好 during rush hour,Cleanliness,negative
Jiangsu Rd was on time today，影响通勤体验,Delay,positive
陆家嘴站今天很安静，请尽快处理,Noise,positive
海伦路站人流组织不好，存在安全问题，请尽快处理,Safety,negative
陆家嘴站人多到挤不上车，影响通勤体验,Crowding,negative
Shaanxi S. Rd is packed during rush hour,Crowding,negative
镇坪路站有一些乘客排队,Other,neutral
Lujiazui feels unsafe at the platform today,Safety,negative
莘庄站今天人流顺畅 today,Crowding,positive
Caoyang Rd feels unsafe at the platform,Safety,negative
曹杨路站秩序很好，很安全，影响通勤体验,Safety,positive
Jing'an Temple is clean and comfortable during rush hour,Cleanliness,positive
浦东机场站电梯坏了，很不方便，请尽快处理,Accessibility,negative
Oriental Sports Ctr was on time today for commuters,Delay,positive
浦东机场站电梯坏了，很不方便,Accessibility,negative
东方体育中心站今天客流正常 today,Other,neutral
Dashijie elevator is broken and not accessible during rush hour,Accessibility,negative
海伦路站无障碍通道不好找 today,Accessibility,negative
Jing'an Temple feels dirty today during rush hour,Cleanliness,negative
上海火车站站电梯坏了，很不方便 during rush hour,Accessibility,negative
浦东机场站有异味，环境太差 today,Cleanliness,negative
徐家汇站很干净，请尽快处理,Cleanliness,positive
上海南站站施工声音太吵 during rush hour,Noise,negative
乘客反馈已经收到,Other,neutral
Xinzhuang has normal passenger flow today,Other,neutral
虹桥火车站站施工声音太吵 today,Noise,negative
世纪大道站很干净 for commuters,Cleanliness,positive
四平路站电梯方便，无障碍体验很好 during rush hour,Accessibility,positive
South Shanghai Railway is packed during rush hour today,Crowding,negative
莘庄站无障碍通道不好找 for commuters,Accessibility,negative
海伦路站今天很准时 for commuters,Delay,positive
Hongkou Stadium feels safe and well managed，影响通勤体验,Safety,positive
South Shanghai Railway is clean and comfortable,Cleanliness,positive
莘庄站今天很安静 for commuters,Noise,positive
Hailun Rd is packed during rush hour,Crowding,negative
Hongkou Stadium feels dirty today during rush hour,Cleanliness,negative
豫园站今天很安静 during rush hour,Noise,positive
徐家汇站人多到挤不上车,Crowding,negative
徐家汇站扶梯口推搡很危险，影响通勤体验,Safety,negative
Hanzhong Rd was on time today today,Delay,positive
虹桥火车站站今天很安静，请尽快处理,Noise,positive
曹杨路站人多到挤不上车，请尽快处理,Crowding,negative
Century Avenue is clean and comfortable，请尽快处理,Cleanliness,positive
曹杨路站无障碍通道不好找，影响通勤体验,Accessibility,negative
常熟路站今天很安静 for commuters,Noise,positive
海伦路站等了很久还是没有车，影响通勤体验,Delay,negative
Jiangsu Rd was not crowded today during rush hour,Crowding,positive
人民广场站早高峰太挤了,Crowding,negative
东方体育中心站无障碍通道不好找 today,Accessibility,negative
四平路站施工声音太吵，影响通勤体验,Noise,negative
South Shanghai Railway is clean and comfortable，请尽快处理,Cleanliness,positive
Siping Rd elevator is broken and not accessible during rush hour,Accessibility,negative
上海南站站人多到挤不上车，影响通勤体验,Crowding,negative
虹桥火车站站有异味，环境太差 today,Cleanliness,negative
浦东机场站广播太响，噪音很大 for commuters,Noise,negative
Yu Garden feels unsafe at the platform during rush hour,Safety,negative
南京西路站扶梯口推搡很危险,Safety,negative
镇坪路站人多到挤不上车 for commuters,Crowding,negative
Nanjing Rd (E) feels unsafe at the platform，请尽快处理,Safety,negative
Shaanxi S. Rd was quiet today for commuters,Noise,positive
Shaanxi S. Rd is clean and comfortable,Cleanliness,positive
老西门站无障碍通道不好找，影响通勤体验,Accessibility,negative
江苏路站人流组织不好，存在安全问题,Safety,negative
People's Square feels unsafe at the platform for commuters,Safety,negative
南京西路站今天客流正常 for commuters,Other,neutral
Hailun Rd has convenient accessibility,Accessibility,positive
常熟路站今天很准时 during rush hour,Delay,positive
曹杨路站地面有垃圾，卫生不好 for commuters,Cleanliness,negative
世纪大道站今天很准时 today,Delay,positive
Jiangsu Rd was on time today today,Delay,positive
南京东路站今天很准时 during rush hour,Delay,positive
东方体育中心站很干净，影响通勤体验,Cleanliness,positive
虹桥火车站站今天客流正常 today,Other,neutral
镇坪路站早高峰太挤了，请尽快处理,Crowding,negative
陆家嘴站今天人流顺畅 during rush hour,Crowding,positive
莘庄站今天晚点太严重了，影响通勤体验,Delay,negative
老西门站今天很安静,Noise,positive
Hongkou Stadium feels unsafe at the platform during rush hour,Safety,negative
Changshu Rd is too noisy today for commuters,Noise,negative
豫园站扶梯口推搡很危险,Safety,negative
Yishan Rd elevator is broken and not accessible today,Accessibility,negative
豫园站电梯坏了，很不方便,Accessibility,negative
Hongqiao Railway Stn feels safe and well managed for commuters,Safety,positive
四平路站电梯坏了，很不方便 during rush hour,Accessibility,negative
镇坪路站很干净 today,Cleanliness,positive
汉中路站广播太响，噪音很大，请尽快处理,Noise,negative
Jing'an Temple feels safe and well managed during rush hour,Safety,positive
静安寺站等了很久还是没有车，请尽快处理,Delay,negative
大世界站早高峰太挤了 during rush hour,Crowding,negative
Caoyang Rd feels dirty today，影响通勤体验,Cleanliness,negative
海伦路站等了很久还是没有车 during rush hour,Delay,negative
陕西南路站地面有垃圾，卫生不好 for commuters,Cleanliness,negative
江苏路站无障碍通道不好找，请尽快处理,Accessibility,negative
江苏路站今天很准时 during rush hour,Delay,positive
莘庄站无障碍通道不好找,Accessibility,negative
南京西路站电梯方便，无障碍体验很好 during rush hour,Accessibility,positive
Shaanxi S. Rd is too noisy today for commuters,Noise,negative
陆家嘴站今天很准时 during rush hour,Delay,positive
常熟路站人流组织不好，存在安全问题 during rush hour,Safety,negative
Caoyang Rd elevator is broken and not accessible for commuters,Accessibility,negative
Dashijie has convenient accessibility,Accessibility,positive
浦东机场站很干净 for commuters,Cleanliness,positive
虹桥火车站站今天客流正常 for commuters,Other,neutral
虹口足球场站今天很安静 for commuters,Noise,positive
Xinzhuang feels safe and well managed for commuters,Safety,positive
Jiangsu Rd was not crowded today，影响通勤体验,Crowding,positive
龙阳路站施工声音太吵 for commuters,Noise,negative
莘庄站今天客流正常 during rush hour,Other,neutral
汉中路站早高峰太挤了，请尽快处理,Crowding,negative
Caoyang Rd feels safe and well managed today,Safety,positive
Caoyang Rd had a serious delay this morning today,Delay,negative
Dashijie is clean and comfortable for commuters,Cleanliness,positive
Hongkou Stadium had a serious delay this morning during rush hour,Delay,negative
浦东机场站今天晚点太严重了 for commuters,Delay,negative
general commuter feedback,Other,neutral
Dashijie was quiet today today,Noise,positive
Jiangsu Rd is packed during rush hour during rush hour,Crowding,negative
Shanghai Railway Stn is clean and comfortable,Cleanliness,positive
镇坪路站今天人流顺畅，请尽快处理,Crowding,positive
Longyang Road was not crowded today，请尽快处理,Crowding,positive
Hailun Rd was on time today，影响通勤体验,Delay,positive
South Shanghai Railway is too noisy today during rush hour,Noise,negative
Yishan Rd was on time today today,Delay,positive
龙阳路站广播太响，噪音很大，影响通勤体验,Noise,negative
Nanjing Rd (E) was on time today,Delay,positive
上海南站站电梯方便，无障碍体验很好 during rush hour,Accessibility,positive
豫园站施工声音太吵 for commuters,Noise,negative
大世界站电梯坏了，很不方便，影响通勤体验,Accessibility,negative
上海火车站站今天客流正常，影响通勤体验,Other,neutral
宜山路站今天人流顺畅，影响通勤体验,Crowding,positive
浦东机场站电梯方便，无障碍体验很好 for commuters,Accessibility,positive
Siping Rd has convenient accessibility today,Accessibility,positive
Jiangsu Rd is clean and comfortable for commuters,Cleanliness,positive
Xinzhuang was not crowded today for commuters,Crowding,positive
Hanzhong Rd feels dirty today during rush hour,Cleanliness,negative
Hongqiao Railway Stn feels dirty today,Cleanliness,negative
海伦路站今天很安静，影响通勤体验,Noise,positive
Yishan Rd feels unsafe at the platform,Safety,negative
Jiangsu Rd was quiet today，影响通勤体验,Noise,positive
Laoximen elevator is broken and not accessible during rush hour,Accessibility,negative
Zhenping Rd is packed during rush hour for commuters,Crowding,negative
Xujiahui elevator is broken and not accessible for commuters,Accessibility,negative
虹桥火车站站今天人流顺畅，影响通勤体验,Crowding,positive
老西门站秩序很好，很安全,Safety,positive
镇坪路站今天很准时，影响通勤体验,Delay,positive
东方体育中心站扶梯口推搡很危险，请尽快处理,Safety,negative
海伦路站广播太响，噪音很大，影响通勤体验,Noise,negative
浦东机场站扶梯口推搡很危险 today,Safety,negative
虹口足球场站秩序很好，很安全，请尽快处理,Safety,positive
江苏路站今天人流顺畅 for commuters,Crowding,positive
老西门站很干净，请尽快处理,Cleanliness,positive
Nanjing W. Rd was on time today，请尽快处理,Delay,positive
Yu Garden was on time today,Delay,positive
Hailun Rd had a serious delay this morning，影响通勤体验,Delay,negative
南京东路站人多到挤不上车,Crowding,negative
汉中路站有一些乘客排队 for commuters,Other,neutral
Nanjing Rd (E) was not crowded today during rush hour,Crowding,positive
东方体育中心站无障碍通道不好找，请尽快处理,Accessibility,negative
Dashijie feels safe and well managed，影响通勤体验,Safety,positive
世纪大道站今天晚点太严重了 during rush hour,Delay,negative
镇坪路站广播太响，噪音很大 today,Noise,negative
陆家嘴站扶梯口推搡很危险，请尽快处理,Safety,negative
虹口足球场站很干净，影响通勤体验,Cleanliness,positive
Yu Garden is too noisy today，请尽快处理,Noise,negative
老西门站今天很准时 today,Delay,positive
Pudong Intl Airport had a serious delay this morning,Delay,negative
陕西南路站今天人流顺畅 for commuters,Crowding,positive
静安寺站人流组织不好，存在安全问题 during rush hour,Safety,negative
中山公园站今天很安静 during rush hour,Noise,positive
宜山路站人多到挤不上车,Crowding,negative
Zhenping Rd is packed during rush hour during rush hour,Crowding,negative
Caoyang Rd has convenient accessibility，请尽快处理,Accessibility,positive
江苏路站今天人流顺畅,Crowding,positive
Siping Rd was quiet today today,Noise,positive
海伦路站电梯方便，无障碍体验很好 today,Accessibility,positive
浦东机场站施工声音太吵 during rush hour,Noise,negative
世纪大道站有异味，环境太差，影响通勤体验,Cleanliness,negative
Nanjing Rd (E) was not crowded today for commuters,Crowding,positive
Longyang Road is clean and comfortable during rush hour,Cleanliness,positive
Hongkou Stadium was not crowded today,Crowding,positive
常熟路站地面有垃圾，卫生不好，请尽快处理,Cleanliness,negative
上海火车站站秩序很好，很安全,Safety,positive
江苏路站电梯方便，无障碍体验很好，影响通勤体验,Accessibility,positive
Longyang Road feels safe and well managed，请尽快处理,Safety,positive
南京西路站无障碍通道不好找，影响通勤体验,Accessibility,negative
静安寺站今天很准时，影响通勤体验,Delay,positive
江苏路站扶梯口推搡很危险，影响通勤体验,Safety,negative
世纪大道站等了很久还是没有车，影响通勤体验,Delay,negative
Caoyang Rd was not crowded today,Crowding,positive
南京西路站地面有垃圾，卫生不好 today,Cleanliness,negative
莘庄站广播太响，噪音很大,Noise,negative
豫园站等了很久还是没有车,Delay,negative
江苏路站广播太响，噪音很大 today,Noise,negative
Zhenping Rd has normal passenger flow today，请尽快处理,Other,neutral
曹杨路站早高峰太挤了 for commuters,Crowding,negative
Lujiazui feels safe and well managed，影响通勤体验,Safety,positive
陆家嘴站等了很久还是没有车，请尽快处理,Delay,negative
上海火车站站电梯方便，无障碍体验很好 for commuters,Accessibility,positive
江苏路站地面有垃圾，卫生不好,Cleanliness,negative
上海火车站站有异味，环境太差 during rush hour,Cleanliness,negative
徐家汇站电梯方便，无障碍体验很好，影响通勤体验,Accessibility,positive
Hailun Rd is too noisy today，请尽快处理,Noise,negative
陕西南路站秩序很好，很安全,Safety,positive
莘庄站今天很准时 during rush hour,Delay,positive
镇坪路站秩序很好，很安全 today,Safety,positive
世纪大道站人流组织不好，存在安全问题,Safety,negative
上海火车站站有一些乘客排队 during rush hour,Other,neutral
虹口足球场站施工声音太吵,Noise,negative
老西门站很干净,Cleanliness,positive
上海南站站有异味，环境太差 today,Cleanliness,negative
海伦路站等了很久还是没有车 today,Delay,negative
曹杨路站今天很安静，影响通勤体验,Noise,positive
老西门站广播太响，噪音很大,Noise,negative
四平路站很干净,Cleanliness,positive
江苏路站广播太响，噪音很大,Noise,negative
南京东路站人流组织不好，存在安全问题,Safety,negative
Century Avenue is clean and comfortable during rush hour,Cleanliness,positive
徐家汇站电梯方便，无障碍体验很好 for commuters,Accessibility,positive
Yu Garden was quiet today，影响通勤体验,Noise,positive
人民广场站今天客流正常，请尽快处理,Other,neutral
南京东路站无障碍通道不好找 during rush hour,Accessibility,negative
Shanghai Railway Stn was on time today for commuters,Delay,positive
South Shanghai Railway has convenient accessibility,Accessibility,positive
Hanzhong Rd was quiet today for commuters,Noise,positive
中山公园站有一些乘客排队 for commuters,Other,neutral
Nanjing Rd (E) is packed during rush hour for commuters,Crowding,negative
Lujiazui was on time today,Delay,positive
豫园站施工声音太吵，影响通勤体验,Noise,negative
上海南站站有一些乘客排队 today,Other,neutral
Xujiahui is too noisy today，请尽快处理,Noise,negative
南京东路站电梯坏了，很不方便 today,Accessibility,negative
江苏路站电梯坏了，很不方便 for commuters,Accessibility,negative
Shaanxi S. Rd is clean and comfortable during rush hour,Cleanliness,positive
Oriental Sports Ctr elevator is broken and not accessible，请尽快处理,Accessibility,negative
Shanghai Railway Stn elevator is broken and not accessible today,Accessibility,negative
静安寺站今天人流顺畅,Crowding,positive
服务记录已更新,Other,neutral
Oriental Sports Ctr feels unsafe at the platform today,Safety,negative
曹杨路站很干净 for commuters,Cleanliness,positive
Xinzhuang had a serious delay this morning,Delay,negative
世纪大道站人流组织不好，存在安全问题 for commuters,Safety,negative
世纪大道站有一些乘客排队 during rush hour,Other,neutral
Hanzhong Rd is too noisy today during rush hour,Noise,negative
人民广场站有异味，环境太差 for commuters,Cleanliness,negative
Siping Rd has normal passenger flow today today,Other,neutral
南京西路站有异味，环境太差 today,Cleanliness,negative
南京东路站今天人流顺畅 today,Crowding,positive
Jiangsu Rd has convenient accessibility for commuters,Accessibility,positive
静安寺站今天晚点太严重了，影响通勤体验,Delay,negative
Lujiazui is too noisy today，请尽快处理,Noise,negative
大世界站今天很准时，请尽快处理,Delay,positive
豫园站无障碍通道不好找 for commuters,Accessibility,negative
Pudong Intl Airport had a serious delay this morning，请尽快处理,Delay,negative
Jing'an Temple feels safe and well managed，影响通勤体验,Safety,positive
Dashijie feels unsafe at the platform today,Safety,negative
虹桥火车站站地面有垃圾，卫生不好 during rush hour,Cleanliness,negative
Jiangsu Rd has normal passenger flow today,Other,neutral
Shanghai Railway Stn has normal passenger flow today，影响通勤体验,Other,neutral
South Shanghai Railway feels unsafe at the platform，影响通勤体验,Safety,negative
南京东路站很干净 for commuters,Cleanliness,positive
Hongkou Stadium elevator is broken and not accessible，影响通勤体验,Accessibility,negative
龙阳路站很干净,Cleanliness,positive
四平路站人多到挤不上车，影响通勤体验,Crowding,negative
世纪大道站早高峰太挤了,Crowding,negative
上海火车站站今天很准时 today,Delay,positive
大世界站秩序很好，很安全,Safety,positive
虹桥火车站站人多到挤不上车,Crowding,negative
Siping Rd was on time today during rush hour,Delay,positive
陕西南路站今天客流正常 during rush hour,Other,neutral
虹桥火车站站今天很准时，请尽快处理,Delay,positive
Century Avenue was on time today，请尽快处理,Delay,positive
大世界站无障碍通道不好找 today,Accessibility,negative
Hailun Rd is clean and comfortable during rush hour,Cleanliness,positive
徐家汇站秩序很好，很安全,Safety,positive
People's Square elevator is broken and not accessible，影响通勤体验,Accessibility,negative
Nanjing Rd (E) is too noisy today today,Noise,negative
Yu Garden elevator is broken and not accessible during rush hour,Accessibility,negative
Oriental Sports Ctr is packed during rush hour,Crowding,negative
South Shanghai Railway feels unsafe at the platform，影响通勤体验,Safety,negative
镇坪路站地面有垃圾，卫生不好，请尽快处理,Cleanliness,negative
镇坪路站今天很准时，请尽快处理,Delay,positive
South Shanghai Railway is clean and comfortable,Cleanliness,positive
Xujiahui feels safe and well managed for commuters,Safety,positive
浦东机场站有异味，环境太差 during rush hour,Cleanliness,negative
虹桥火车站站人多到挤不上车，请尽快处理,Crowding,negative
Nanjing Rd (E) was quiet today for commuters,Noise,positive
中山公园站等了很久还是没有车，请尽快处理,Delay,negative
大世界站早高峰太挤了 during rush hour,Crowding,negative
上海火车站站电梯方便，无障碍体验很好 during rush hour,Accessibility,positive
People's Square had a serious delay this morning during rush hour,Delay,negative
中山公园站人多到挤不上车,Crowding,negative
Hongqiao Railway Stn elevator is broken and not accessible for commuters,Accessibility,negative
Longyang Road was on time today today,Delay,positive
莘庄站很干净,Cleanliness,positive
曹杨路站电梯坏了，很不方便,Accessibility,negative
Laoximen had a serious delay this morning,Delay,negative
陆家嘴站电梯坏了，很不方便，请尽快处理,Accessibility,negative
Hongqiao Railway Stn was quiet today for commuters,Noise,positive
Changshu Rd was quiet today，影响通勤体验,Noise,positive
Shaanxi S. Rd is too noisy today，影响通勤体验,Noise,negative
陕西南路站电梯坏了，很不方便，影响通勤体验,Accessibility,negative
虹桥火车站站有一些乘客排队 during rush hour,Other,neutral
曹杨路站秩序很好，很安全 today,Safety,positive
Siping Rd was quiet today，请尽快处理,Noise,positive
Oriental Sports Ctr feels unsafe at the platform today,Safety,negative
汉中路站今天很安静 during rush hour,Noise,positive
虹桥火车站站等了很久还是没有车，请尽快处理,Delay,negative
Changshu Rd has normal passenger flow today，影响通勤体验,Other,neutral
陆家嘴站很干净,Cleanliness,positive
上海火车站站扶梯口推搡很危险 during rush hour,Safety,negative
Hanzhong Rd has convenient accessibility，影响通勤体验,Accessibility,positive
莘庄站电梯方便，无障碍体验很好 during rush hour,Accessibility,positive
浦东机场站秩序很好，很安全 during rush hour,Safety,positive
Jing'an Temple feels dirty today，请尽快处理,Cleanliness,negative
Century Avenue has convenient accessibility for commuters,Accessibility,positive
豫园站今天很安静，影响通勤体验,Noise,positive
Xujiahui has convenient accessibility，请尽快处理,Accessibility,positive
虹口足球场站电梯方便，无障碍体验很好，影响通勤体验,Accessibility,positive
Xujiahui was on time today,Delay,positive
Oriental Sports Ctr has normal passenger flow today，请尽快处理,Other,neutral
四平路站今天很准时，请尽快处理,Delay,positive
Xinzhuang feels dirty today,Cleanliness,negative
Zhongshan Park has convenient accessibility，影响通勤体验,Accessibility,positive
龙阳路站有异味，环境太差，请尽快处理,Cleanliness,negative
Changshu Rd was quiet today，请尽快处理,Noise,positive
Hailun Rd is packed during rush hour,Crowding,negative
Jiangsu Rd was quiet today for commuters,Noise,positive
陆家嘴站电梯方便，无障碍体验很好 for commuters,Accessibility,positive
中山公园站秩序很好，很安全 for commuters,Safety,positive
Changshu Rd feels dirty today,Cleanliness,negative
曹杨路站人流组织不好，存在安全问题 for commuters,Safety,negative
世纪大道站有一些乘客排队 today,Other,neutral
龙阳路站早高峰太挤了,Crowding,negative
静安寺站秩序很好，很安全 during rush hour,Safety,positive
世纪大道站秩序很好，很安全 for commuters,Safety,positive
南京东路站今天很准时 during rush hour,Delay,positive
镇坪路站今天很准时，影响通勤体验,Delay,positive
曹杨路站今天很安静,Noise,positive
Zhenping Rd has convenient accessibility for commuters,Accessibility,positive
镇坪路站今天晚点太严重了 during rush hour,Delay,negative
Century Avenue was not crowded today，请尽快处理,Crowding,positive
大世界站地面有垃圾，卫生不好，请尽快处理,Cleanliness,negative
Century Avenue has convenient accessibility,Accessibility,positive
Caoyang Rd feels unsafe at the platform，影响通勤体验,Safety,negative
Laoximen feels unsafe at the platform，影响通勤体验,Safety,negative
豫园站等了很久还是没有车，请尽快处理,Delay,negative
四平路站今天晚点太严重了，请尽快处理,Delay,negative
南京东路站人多到挤不上车 during rush hour,Crowding,negative
Caoyang Rd was not crowded today during rush hour,Crowding,positive
人民广场站电梯方便，无障碍体验很好 for commuters,Accessibility,positive
东方体育中心站今天客流正常 for commuters,Other,neutral
Shanghai Railway Stn feels dirty today for commuters,Cleanliness,negative
曹杨路站今天很安静，影响通勤体验,Noise,positive
大世界站很干净 today,Cleanliness,positive
Longyang Road has convenient accessibility during rush hour,Accessibility,positive
徐家汇站扶梯口推搡很危险，请尽快处理,Safety,negative
世纪大道站人流组织不好，存在安全问题 during rush hour,Safety,negative
Hongkou Stadium feels unsafe at the platform today,Safety,negative
江苏路站早高峰太挤了,Crowding,negative
世纪大道站等了很久还是没有车，请尽快处理,Delay,negative
莘庄站今天客流正常，影响通勤体验,Other,neutral
Hanzhong Rd is too noisy today for commuters,Noise,negative
Changshu Rd had a serious delay this morning for commuters,Delay,negative
南京东路站今天很安静 during rush hour,Noise,positive
浦东机场站有异味，环境太差 for commuters,Cleanliness,negative
上海火车站站地面有垃圾，卫生不好，影响通勤体验,Cleanliness,negative
Longyang Road is clean and comfortable for commuters,Cleanliness,positive
宜山路站广播太响，噪音很大,Noise,negative
大世界站今天很安静 today,Noise,positive
虹桥火车站站秩序很好，很安全,Safety,positive
东方体育中心站很干净 for commuters,Cleanliness,positive
Zhongshan Park is clean and comfortable today,Cleanliness,positive
静安寺站地面有垃圾，卫生不好 during rush hour,Cleanliness,negative
虹桥火车站站今天人流顺畅，请尽快处理,Crowding,positive
人民广场站扶梯口推搡很危险 for commuters,Safety,negative
龙阳路站电梯坏了，很不方便 for commuters,Accessibility,negative
海伦路站秩序很好，很安全 today,Safety,positive
